500 N Michigan Ave,41.8910195431,-87.6245617817,4.0,269446292,4335588921
449 N Clark St,41.890969,-87.630776,4.0,29412098,29412102
24 S Michigan Ave,41.881369,-87.624698,4.0,349820645,1318401249
837 W Fulton Market,41.886644,-87.648765,4.0,287256407,287256423
2748 N Lincoln Ave,41.9315605,-87.6577911,4.0,261221424,4332568194
2537 N Kedzie Blvd,41.9276680363,-87.7068452339,4.5,369649808,369650627
519 North Clark Street,41.891477,-87.6308169,4.0,29412098,29412102
4943 N Damen Ave,41.9717208,-87.6790834,4.5,4794259003,4332586848
233 E Erie St,41.894028,-87.6213298,4.5,713334178,262184057
5707 N Clark St,41.9856948853,-87.6688842773,4.0,29412098,29412102
8 W Maple St,41.9021130633,-87.6286945503,4.5,261130890,261130893
1110 N State St,41.9022,-87.62858,4.0,4333091836,4334620155
145 N Dearborn St,41.8842528,-87.6293151,4.5,27477597,28292362
1120 S Michigan Ave,41.8687801,-87.6242249,4.0,349820645,1318401249
1470 N Milwaukee Ave,41.90841,-87.67492,4.0,258020603,708331285
355 E Ohio St,41.8924891,-87.618153,4.0,258023461,261179547
5020 N Sheridan Rd,41.973982,-87.655259,4.0,3740681158,4337177815
2333 N Milwaukee Ave,41.9237447433,-87.6982310135,4.5,258020603,708331285
4539 N Lincoln Ave,41.9643402,-87.6853638,4.5,261221424,4332568194
12 S Michigan Ave,41.8816894031,-87.625006173,4.0,349820645,1318401249
3348 W Bryn Mawr Ave,41.9831649,-87.71335,4.5,261091902,261140806
2119 S Halsted St,41.85357,-87.64621,4.5,4322736140,4336249478
196 E Pearson St,41.8976571762,-87.6220511854,4.5,27440565,27440572
335 S Franklin St,41.877049,-87.634798,4.5,4322796838,271156400
1000 N California Ave,41.899391,-87.696991,4.5,4332751069,4332818823
2152 N Damen Ave,41.92105,-87.67804,4.0,4794259003,4332586848
1434 W Chicago Ave,41.8963899,-87.66383,4.0,261114939,5891694338
228 W Chicago Ave,41.8968599,-87.6354,4.0,261114939,5891694338
505 N State St,41.89111,-87.62754,4.0,4333091836,4334620155
51 W Hubbard St,41.8899784766,-87.629699707,4.0,258024206,258024080
747 N Wells,41.8962039977,-87.633992032,4.0,254913359,4334620144
1700 W Grand Ave,41.89117,-87.66986,4.0,2229102510,4276150322
1545 N Damen Ave,41.909487,-87.677293,4.0,4794259003,4332586848
2018 W Chicago Ave,41.8961206,-87.6778316,4.0,261114939,5891694338
2928 N Broadway St,41.93587,-87.64457,5.0,259575907,1924150959
1021 W Armitage Ave,41.91787,-87.65423,4.0,261226448,102705584
1141 S Jefferson St,41.8679360291,-87.642088208,4.0,427142954,1655435362
301 S Halsted St,41.87761,-87.647,4.0,4322736140,4336249478
306 S Halsted St,41.877632,-87.647546,4.0,4322736140,4336249478
736 N Clark St,41.89595,-87.63159,4.0,29412098,29412102
1035 N Western Ave,41.90047,-87.68663,4.0,4332568199,2196391027
5347 N Clark St,41.97944,-87.66793,4.0,29412098,29412102
3258 W Foster Ave,41.9759307506,-87.7109275,4.0,4332586853,305525916
517 N Halsted St,41.8917655945,-87.6474304199,4.0,258955481,4336249712
1227 W 18th St,41.857871,-87.65739,4.0,257432396,704989999
620 N State St,41.893095,-87.6282449,4.0,4333091836,4334620155
1401 N Ashland Ave,41.9071254164,-87.6673834606,4.0,250278812,250278870
4609 N Lincoln Ave,41.965223,-87.686103,4.0,261221424,4332568194
4631 N Clark St,41.96621,-87.66657,4.5,29412098,29412102
1800 W Grand Ave,41.8909301758,-87.6721038818,4.5,2229102510,4276150322
1260 N Dearborn St,41.90565,-87.63047,4.0,27477597,28292362
800 N Michigan Ave,41.8969705808,-87.6251828671,4.0,269446292,4335588921
3552 N Southport Ave,41.946743,-87.664357,4.0,102708208,286369616
1112 S Wabash Ave,41.86877,-87.62635,3.5,27446719,258877329
1339 W Taylor St,41.869123,-87.660678,4.0,415475477,4336249428
2523 N Clark St,41.928489,-87.642033,4.0,29412098,29412102
1547 N Wells St,41.9104983,-87.6345168,4.5,254913359,250756038
4729 N Lincoln Ave,41.9674474,-87.6875832,4.0,261221424,4332568194
2011 W Division St,41.9030612,-87.677777,4.0,262368030,262368025
1015 N Rush St,41.901368847,-87.6276382123,4.0,261149251,736956766
3267 S Halsted St,41.8345504843,-87.6460413707,4.0,4322736140,4336249478
951 W Fulton Market,41.886524,-87.6518661,4.0,287256407,287256423
65 E Washington St,41.8831251,-87.6257316,4.0,5860555087,27446756
353 W Hubbard St,41.8898337311,-87.6378512282,4.0,258024206,258024080
1408 W Madison St,41.88178,-87.66248,4.5,27446720,4322791448
2046 N Damen Ave,41.91909,-87.67794,4.0,4794259003,4332586848
